id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,pickup_address,pickup_street,pickup_borough,dropoff_address,dropoff_street,dropoff_borough,maximum temperature,minimum temperature,average temperature,precipitation,snow fall,snow depth
id0418210,2,2016-02-20 11:49:01,2016-02-20 12:01:39,2,-73.9768829345703,40.75065994262695,-73.98819732666014,40.75672912597656,N,758,"370 Lexington Avenue, 370, Lexington Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10017, United States",Lexington Avenue,Manhattan,"American Airlines Theatre, 227, West 42nd Street, Theater District, Manhattan, New York County, City of New York, New York, 10036, United States",West 42nd Street,Manhattan,61,39,50.0,0.00,0.0,0
id1938632,2,2016-02-20 16:37:27,2016-02-20 16:43:45,3,-73.99114227294923,40.74454879760742,-73.97756958007811,40.7456283569336,N,378,"Chelsea Landmark, 55, West 25th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10010, United States",West 25th Street,Manhattan,"201, East 34th Street, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10016, United States",East 34th Street,Manhattan,61,39,50.0,0.00,0.0,0
id3159634,2,2016-02-20 22:48:37,2016-02-20 23:01:39,1,-73.96479034423827,40.79673004150391,-73.97502899169923,40.758148193359375,N,782,"Columbus Avenue @ Frederick Douglas Houses, Columbus Avenue, Bloomingdale, Upper West Side, Manhattan, New York County, City of New York, New York, 10025, United States",Columbus Avenue,Manhattan,"Lotte New York Palace, 455, Madison Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10022, United States",Madison Avenue,Manhattan,61,39,50.0,0.00,0.0,0
id1734058,1,2016-02-20 23:29:37,2016-02-20 23:51:02,2,-74.00684356689453,40.7304801940918,-73.98974609375,40.70206069946289,N,1285,"435, Hudson Street, University Village, West Village, Manhattan, New York County, City of New York, New York, 10014, United States",Hudson Street,Manhattan,"DUMBO Historic District, Brooklyn-Queens Expressway, DUMBO, Brooklyn, Kings County, City of New York, New York, 11201, United States",Brooklyn-Queens Expressway,Brooklyn,61,39,50.0,0.00,0.0,0
id0116773,2,2016-06-16 18:58:23,2016-06-16 19:07:16,2,-73.9651107788086,40.77516174316406,-73.96121215820312,40.76675415039063,N,533,"953, 5th Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10021, United States",5th Avenue,Manhattan,"236, East 68th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States",East 68th Street,Manhattan,74,65,69.5,0.22,0.0,0
id2814652,2,2016-06-16 06:51:21,2016-06-16 07:00:23,3,-73.97640991210938,40.77566528320313,-73.96943664550781,40.75875473022461,N,542,"The Majestic, 115, Central Park West, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10023, United States",Central Park West,Manhattan,"641 Lexington Avenue, 641, Lexington Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10022, United States",Lexington Avenue,Manhattan,74,65,69.5,0.22,0.0,0
id2934181,2,2016-06-16 13:05:53,2016-06-16 13:14:11,1,-73.99754333496094,40.74647903442383,-73.99346160888672,40.7519416809082,N,498,"23rd Street, West 23rd Street, Chelsea District, Manhattan, New York County, City of New York, New York, 10011, United States",West 23rd Street,Manhattan,"34th Street - Penn Station, West 33rd Street, Chelsea, Manhattan, New York County, City of New York, New York, 10001, United States",West 33rd Street,Manhattan,74,65,69.5,0.22,0.0,0
id0431963,2,2016-06-16 18:41:38,2016-06-16 18:51:26,2,-73.97029876708984,40.76496887207031,-73.98268127441406,40.76321029663085,N,588,"675, Madison Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States",Madison Avenue,Manhattan,"7th Avenue, West 53rd Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",West 53rd Street,Manhattan,74,65,69.5,0.22,0.0,0
id1978441,1,2016-06-16 15:40:12,2016-06-16 16:08:50,1,-73.99407958984375,40.75113296508789,-74.01164245605469,40.70271682739258,N,1718,"Pennsylvania Station, Pennsylvania Plaza, Chelsea District, Manhattan, New York County, City of New York, New York, 10119, United States",Pennsylvania Plaza,Manhattan,"Broad Street & Water Street, Broad Street, Financial District, Manhattan, New York County, City of New York, New York, 10004, United States",Broad Street,Manhattan,74,65,69.5,0.22,0.0,0
id1099345,2,2016-06-16 23:48:43,2016-06-16 23:55:53,5,-73.98062133789062,40.75962066650391,-73.98197174072266,40.77679061889648,N,430,"Rockefeller Center, 45, Rockefeller Plaza, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10111, United States",Rockefeller Plaza,Manhattan,"2030, Broadway, Upper West Side, Manhattan, New York County, City of New York, New York, 10023, United States",Broadway,Manhattan,74,65,69.5,0.22,0.0,0
id2719888,2,2016-01-06 22:22:08,2016-01-06 23:06:47,1,-73.9769515991211,40.747291564941406,-73.77628326416014,40.6455307006836,N,2679,"545, 3rd Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10016, United States",3rd Avenue,Manhattan,"John F. Kennedy International Airport, JFK Access Road, Queens, City of New York, New York, 11430, United States",JFK Access Road,Queens,41,25,33.0,0.00,0.0,0
id0306537,2,2016-01-06 12:22:20,2016-01-06 12:43:56,1,-73.96087646484375,40.75716018676758,-73.98885345458984,40.751121520996094,N,1296,"2, Sutton Place South, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10022, United States",Sutton Place South,Manhattan,"131, West 35th Street, Garment District, Manhattan, New York County, City of New York, New York, 10018, United States",West 35th Street,Manhattan,41,25,33.0,0.00,0.0,0
id3654955,2,2016-01-06 00:22:21,2016-01-06 00:30:13,2,-73.9887161254883,40.7338752746582,-73.97773742675781,40.722110748291016,N,472,"120, East 14th Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States",East 14th Street,Manhattan,"745, East 5th Street, Alphabet City, East Village, Manhattan, New York County, City of New York, New York, 10009, United States",East 5th Street,Manhattan,41,25,33.0,0.00,0.0,0
id1500677,1,2016-01-06 20:25:15,2016-01-06 20:32:15,1,-73.98546600341797,40.74713897705078,-74.00039672851562,40.737003326416016,N,420,"Kang Ho Dong Baekjeong, 1, East 32nd Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10016, United States",East 32nd Street,Manhattan,"170, West 12th Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10011, United States",West 12th Street,Manhattan,41,25,33.0,0.00,0.0,0
id1625809,2,2016-01-06 17:47:16,2016-01-06 18:06:57,1,-73.98145294189453,40.72089767456055,-73.97437286376955,40.75319290161133,N,1181,"Stella LES, 251, East 2nd Street, Alphabet City, East Village, Manhattan, New York County, City of New York, New York, 10009, United States",East 2nd Street,Manhattan,"451, Lexington Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10017, United States",Lexington Avenue,Manhattan,41,25,33.0,0.00,0.0,0
id2039617,2,2016-02-23 11:05:38,2016-02-23 11:11:25,4,-73.98063659667969,40.74516677856445,-73.99190521240234,40.73115539550781,N,347,"New York Doctors Urgent Care, 205, Lexington Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10016, United States",Lexington Avenue,Manhattan,"2, Wanamaker Place, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10003, United States",Wanamaker Place,Manhattan,40,35,37.5,0.30,T,0
id3715914,2,2016-02-23 02:06:01,2016-02-23 02:12:59,1,-73.9954376220703,40.72492599487305,-73.9754409790039,40.72449111938477,N,418,"REI, 303, Lafayette Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10012, United States",Lafayette Street,Manhattan,"133, Avenue D, East Village, Manhattan, New York County, City of New York, New York, 10009, United States",Avenue D,Manhattan,40,35,37.5,0.30,T,0
id3997433,1,2016-02-23 18:55:56,2016-02-23 19:19:51,1,-73.98356628417969,40.7736701965332,-73.98798370361328,40.72817993164063,N,1435,"Cafe Paradiso, 144, West 65th Street, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10023, United States",West 65th Street,Manhattan,"125, 2nd Avenue, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States",2nd Avenue,Manhattan,40,35,37.5,0.30,T,0
id1790502,1,2016-02-23 19:46:29,2016-02-23 20:05:34,1,-74.00507354736328,40.75153350830078,-73.98471069335938,40.72335052490234,N,1145,"Terminal Warehouse Building, 271, 11th Avenue, Chelsea, Manhattan, New York County, City of New York, New York, 10018, United States",11th Avenue,Manhattan,"160, East 3rd Street, Alphabet City, East Village, Manhattan, New York County, City of New York, New York, 10009, United States",East 3rd Street,Manhattan,40,35,37.5,0.30,T,0
id1562168,2,2016-02-23 16:07:23,2016-02-23 16:40:04,2,-73.96343231201173,40.7741813659668,-73.98052978515625,40.75384521484375,N,1961,"30, East 76th Street, Upper East Side, Manhattan, New York County, City of New York, New York, 10021, United States",East 76th Street,Manhattan,"Bakers, 5th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10035, United States",5th Avenue,Manhattan,40,35,37.5,0.30,T,0
id2697393,2,2016-02-23 20:47:48,2016-02-23 20:55:05,2,-73.98406219482422,40.761661529541016,-73.97266387939453,40.7564582824707,N,437,"50th Street, West 50th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",West 50th Street,Manhattan,"Waldorf-Astoria Hotel, 301, Park Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10037, United States",Park Avenue,Manhattan,40,35,37.5,0.30,T,0
id2498416,2,2016-02-23 00:28:45,2016-02-23 00:31:26,1,-73.97444915771484,40.754878997802734,-73.98124694824219,40.74691009521485,N,161,"Grand Central Terminal, Vanderbilt Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10017, United States",Vanderbilt Avenue,Manhattan,"3 Park Avenue, 3, Park Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10016, United States",Park Avenue,Manhattan,40,35,37.5,0.30,T,0
id1571068,2,2016-06-14 19:25:51,2016-06-14 19:32:30,1,-73.9908218383789,40.75101089477539,-73.99324035644531,40.76268005371094,N,399,"34th-Street - Penn Station, 7th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",7th Avenue,Manhattan,"666, 10th Avenue, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States",10th Avenue,Manhattan,79,58,68.5,0.00,0.0,0
id1950177,2,2016-06-14 21:56:03,2016-06-14 22:04:21,1,-73.98668670654298,40.75783920288085,-73.97209167480467,40.76224136352539,N,498,"One Astor Place, 1515, Broadway, Times Square, Manhattan, New York County, City of New York, New York, 10019, United States",Broadway,Manhattan,"Fuller Building, East 57th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10022, United States",East 57th Street,Manhattan,79,58,68.5,0.00,0.0,0
id2919313,1,2016-06-14 18:44:55,2016-06-14 18:56:07,1,-74.00035858154298,40.742584228515625,-73.99101257324219,40.75607681274415,N,672,"172, 8th Avenue, Chelsea District, Manhattan, New York County, City of New York, New York, 10011, United States",8th Avenue,Manhattan,"300, West 40th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10018, United States",West 40th Street,Manhattan,79,58,68.5,0.00,0.0,0
id2751600,1,2016-06-14 16:20:07,2016-06-14 16:26:08,1,-73.94105529785155,40.79266357421875,-73.94837951660156,40.78271865844727,N,361,"2123, 2nd Avenue, Manhattan Community Board 11, Manhattan, New York County, City of New York, New York, 10029, United States",2nd Avenue,Manhattan,"Astor Terrace, East 94th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10128, United States",East 94th Street,Manhattan,79,58,68.5,0.00,0.0,0
id3622438,1,2016-06-14 09:39:00,2016-06-14 09:55:08,1,-73.99415588378906,40.761566162109375,-74.00287628173827,40.749271392822266,N,968,"501, West 45th Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States",West 45th Street,Manhattan,"264, 10th Avenue, Chelsea District, Manhattan, New York County, City of New York, New York, 10001, United States",10th Avenue,Manhattan,79,58,68.5,0.00,0.0,0
id3829549,2,2016-03-21 13:02:46,2016-03-21 13:29:18,1,-73.88533020019531,40.76769256591797,-73.989990234375,40.73330307006836,N,1592,"9072, Grand Central Parkway, North Beach, Queens, City of New York, New York, 11375, United States",Grand Central Parkway,Queens,"Hyatt Union Square New York, 134, 4th Avenue, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10003, United States",4th Avenue,Manhattan,50,32,41.0,0.06,0.5,T
id1909748,1,2016-03-21 20:46:41,2016-03-21 20:53:14,1,-73.95951843261719,40.78003692626953,-73.95487213134766,40.801753997802734,N,393,"Lululemon, 1146, Madison Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10037, United States",Madison Avenue,Manhattan,"231, West 113th Street, Manhattan Community Board 10, Manhattan, New York County, City of New York, New York, 10026, United States",West 113th Street,Manhattan,50,32,41.0,0.06,0.5,T
id0219601,2,2016-05-05 22:56:29,2016-05-05 23:20:50,6,-73.78221893310547,40.64466857910156,-73.86300659179686,40.67908096313477,N,1461,"John F. Kennedy International Airport, JFK Access Road, Queens, City of New York, New York, 11430, United States",JFK Access Road,Queens,"1242, Liberty Avenue, Brooklyn, Kings County, City of New York, New York, 11208, United States",Liberty Avenue,Brooklyn,57,46,51.5,0.00,0.0,0
id1028166,2,2016-05-05 22:35:16,2016-05-05 23:20:59,5,-73.87307739257811,40.774089813232415,-73.99122619628906,40.74731063842773,N,2743,"LaGuardia Airport, 14th Road, Queens, City of New York, New York, 11371, United States",14th Road,Queens,"129, West 29th Street, Chelsea District, Manhattan, New York County, City of New York, New York, 10001, United States",West 29th Street,Manhattan,57,46,51.5,0.00,0.0,0
id1221898,1,2016-05-05 18:42:19,2016-05-05 18:45:11,1,-73.96916961669923,40.76118469238281,-73.96884155273438,40.754825592041016,N,172,"135 East 57th Street, East 57th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10022, United States",East 57th Street,Manhattan,"939, 2nd Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10022, United States",2nd Avenue,Manhattan,57,46,51.5,0.00,0.0,0
id1345401,1,2016-05-05 07:22:22,2016-05-05 07:33:30,1,-74.00621032714845,40.73362731933594,-73.9865951538086,40.754676818847656,N,668,"516, Hudson Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States",Hudson Street,Manhattan,"42nd Street–Times Square, Broadway Boulevard, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10018, United States",Broadway Boulevard,Manhattan,57,46,51.5,0.00,0.0,0
id0652982,2,2016-04-02 11:55:47,2016-04-02 12:05:44,2,-73.97843933105469,40.72964096069336,-73.95924377441406,40.76340866088867,N,597,"Citi Bike - East 14th Street & Avenue B, East 14th Street, Alphabet City, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10009, United States",East 14th Street,Manhattan,"1205, 1st Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States",1st Avenue,Manhattan,61,49,55.0,0.16,0.0,0
id2568555,1,2016-04-02 23:37:22,2016-04-02 23:44:30,3,-73.9885482788086,40.742942810058594,-73.98506927490234,40.732234954833984,N,428,"5th Avenue & East 26th Street, 5th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10035, United States",5th Avenue,Manhattan,"2nd Avenue & East 14th Street, 2nd Avenue, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10035, United States",2nd Avenue,Manhattan,61,49,55.0,0.16,0.0,0
id0532587,2,2016-04-02 09:58:06,2016-04-02 10:18:25,3,-73.97350311279298,40.754707336425774,-73.86125183105469,40.76794815063477,N,1219,"501, Lexington Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10017, United States",Lexington Avenue,Manhattan,"Terminal D (Delta Terminal), Terminal D Post-Security, Queens, City of New York, New York, 11369, United States",Terminal D Post-Security,Queens,61,49,55.0,0.16,0.0,0
id2112940,2,2016-04-02 23:38:56,2016-04-02 23:42:28,3,-73.96430969238281,40.80749130249024,-73.95960998535155,40.81546020507813,N,212,"116th Street-Columbia University, Broadway, Manhattan Community Board 9, Manhattan, New York County, City of New York, New York, 10115, United States",Broadway,Manhattan,"58, Tiemann Place, Morningside Heights, Manhattan, New York County, City of New York, New York, 10027, United States",Tiemann Place,Manhattan,61,49,55.0,0.16,0.0,0
id1477153,1,2016-04-02 16:21:06,2016-04-02 16:42:37,1,-73.97389221191406,40.76211929321289,-74.00435638427734,40.7387924194336,N,1291,"Trump Tower, 721/725, 5th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10022, United States",5th Avenue,Manhattan,"30, Horatio Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States",Horatio Street,Manhattan,61,49,55.0,0.16,0.0,0
id0173955,1,2016-04-02 23:36:57,2016-04-02 23:44:06,1,-73.98780059814453,40.74987030029297,-73.99533081054686,40.76015853881836,N,429,"34th Street - Herald Square (B,D,F,M), West 35th Street, Herald Square, Manhattan, New York County, City of New York, New York, 10001, United States",West 35th Street,Manhattan,"The Strand, 500, West 43rd Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10036, United States",West 43rd Street,Manhattan,61,49,55.0,0.16,0.0,0
id1693472,2,2016-04-02 18:56:37,2016-04-02 19:00:09,2,-73.97694396972656,40.766090393066406,-73.98307037353516,40.77173614501953,N,212,"Central Park South & 6th Avenue, Central Park Outer Loop, Manhattan, New York County, City of New York, New York, 10105, United States",Central Park Outer Loop,Manhattan,"Lincoln Center for the Performing Arts, 10, West 61st Street, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10023, United States",West 61st Street,Manhattan,61,49,55.0,0.16,0.0,0
id1224928,2,2016-04-02 02:02:37,2016-04-02 02:18:02,1,-74.0043411254883,40.7424201965332,-73.96312713623048,40.76209259033203,N,925,"89, 9th Avenue, Chelsea District, Manhattan, New York County, City of New York, New York, 10011, United States",9th Avenue,Manhattan,"1166, 2nd Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States",2nd Avenue,Manhattan,61,49,55.0,0.16,0.0,0
id1595666,1,2016-04-02 20:40:09,2016-04-02 20:55:17,2,-73.96003723144531,40.80672073364258,-73.97313690185547,40.757606506347656,N,908,"Columbia University, College Walk, Manhattan Community Board 9, Manhattan, New York County, City of New York, New York, 10027, United States",College Walk,Manhattan,"109, East 51st Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10022, United States",East 51st Street,Manhattan,61,49,55.0,0.16,0.0,0
id1474406,1,2016-04-02 12:07:11,2016-04-02 12:32:05,4,-73.99317169189453,40.75239562988281,-74.00186157226562,40.719276428222656,N,1494,"34th Street - Penn Station, West 33rd Street, Chelsea, Manhattan, New York County, City of New York, New York, 10001, United States",West 33rd Street,Manhattan,"Canal Street (R,W), Canal Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10013, United States",Canal Street,Manhattan,61,49,55.0,0.16,0.0,0
id0952939,2,2016-04-02 22:31:56,2016-04-02 22:46:20,1,-73.9908905029297,40.73495101928711,-73.99240112304686,40.72130966186523,N,864,"14th Street–Union Square, Union Square East, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10003, United States",Union Square East,Manhattan,"Ray's, Rivington Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States",Rivington Street,Manhattan,61,49,55.0,0.16,0.0,0
id2630685,1,2016-04-02 20:13:41,2016-04-02 20:31:07,1,-73.95818328857422,40.76471328735352,-73.9935989379883,40.752197265625,N,1046,"1250, 1st Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10065, United States",1st Avenue,Manhattan,"34th Street - Penn Station, West 33rd Street, Manhattan Community Board 4, Manhattan, New York County, City of New York, New York, 10001, United States",West 33rd Street,Manhattan,61,49,55.0,0.16,0.0,0
id3018403,1,2016-03-16 19:32:40,2016-03-16 19:44:39,1,-73.97740173339844,40.75545501708984,-73.957763671875,40.77859115600585,N,719,"Charles Tyrwhitt, Madison Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10037, United States",Madison Avenue,Manhattan,"100, East 84th Street, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10028, United States",East 84th Street,Manhattan,65,48,56.5,0.02,0.0,0
id2935145,1,2016-03-16 19:29:02,2016-03-16 19:48:19,2,-73.97262573242188,40.753414154052734,-74.01478576660156,40.70809555053711,N,1157,"Capital One, East 46th Street, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10017, United States",East 46th Street,Manhattan,"90 Washington Street, 90, Washington Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10006, United States",Washington Street,Manhattan,65,48,56.5,0.02,0.0,0
id0681357,2,2016-03-16 15:54:32,2016-03-16 15:59:13,1,-73.9905014038086,40.730632781982415,-73.99232482910156,40.73780059814453,N,281,"Astor Place, Wanamaker Place, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10003, United States",Wanamaker Place,Manhattan,"91, 5th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10003, United States",5th Avenue,Manhattan,65,48,56.5,0.02,0.0,0
id1488189,1,2016-03-16 18:42:10,2016-03-16 18:47:54,1,-73.98590087890625,40.74717330932617,-73.9900894165039,40.73743057250977,N,344,"312, 5th Avenue, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10001, United States",5th Avenue,Manhattan,"866, Broadway, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10003, United States",Broadway,Manhattan,65,48,56.5,0.02,0.0,0
id3511696,2,2016-03-16 20:56:48,2016-03-16 21:22:08,1,-73.9831771850586,40.76438903808594,-73.93010711669923,40.833511352539055,N,1520,"Hilton Garden Inn, 237, West 54th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",West 54th Street,Manhattan,"1007, Summit Avenue, High Bridge, Bronx County, The Bronx, City of New York, New York, 10452, United States",Summit Avenue,The Bronx,65,48,56.5,0.02,0.0,0
id2243584,2,2016-03-16 07:40:01,2016-03-16 07:55:18,5,-73.96351623535155,40.7575798034668,-73.95626068115234,40.78442001342773,N,917,"Roman Catholic Archdiocese of New York, 1011, 1st Avenue, Manhattan Community Board 6, Manhattan, New York County, City of New York, New York, 10022, United States",1st Avenue,Manhattan,"Wellington, 1290, Madison Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10037, United States",Madison Avenue,Manhattan,65,48,56.5,0.02,0.0,0
id3659076,2,2016-03-16 21:13:27,2016-03-16 21:33:29,2,-74.01506805419923,40.71443939208984,-73.97469329833984,40.79310989379883,N,1202,"250 Vesey Street, North End Way, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10282, United States",North End Way,Manhattan,"666, West End Avenue, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10025, United States",West End Avenue,Manhattan,65,48,56.5,0.02,0.0,0
id1465960,1,2016-03-16 21:23:15,2016-03-16 22:00:15,1,-73.99029541015625,40.73062896728516,-73.8960952758789,40.86739349365234,N,2220,"Chris French Cleaners, 57, 4th Avenue, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10003, United States",4th Avenue,Manhattan,"2675, Morris Avenue, Bedford Park, Bronx County, The Bronx, City of New York, New York, 10468, United States",Morris Avenue,The Bronx,65,48,56.5,0.02,0.0,0
id0275189,2,2016-04-29 06:14:04,2016-04-29 06:17:05,6,-73.97689819335938,40.7559814453125,-73.9785614013672,40.76511001586913,N,181,"Grand Central Terminal, East 47th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10017, United States",East 47th Street,Manhattan,"Calvary Baptist Church, 123, West 57th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10019, United States",West 57th Street,Manhattan,58,45,51.5,0.05,0.0,0
id1629686,1,2016-04-29 23:45:16,2016-04-29 23:50:44,1,-73.97885131835938,40.72412490844727,-73.98471069335938,40.71893310546875,N,328,"111, Avenue C, Alphabet City, East Village, Manhattan, New York County, City of New York, New York, 10009, United States",Avenue C,Manhattan,"169, Rivington Street, Manhattan Community Board 3, Manhattan, New York County, City of New York, New York, 10002, United States",Rivington Street,Manhattan,58,45,51.5,0.05,0.0,0
id0002145,2,2016-04-29 09:17:15,2016-04-29 09:25:31,5,-74.00518798828125,40.71833038330078,-73.99373626708984,40.72550964355469,N,496,"271, Church Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10013, United States",Church Street,Manhattan,"Planned Parenthood, 26, Bleecker Street, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10012, United States",Bleecker Street,Manhattan,58,45,51.5,0.05,0.0,0
id2337485,1,2016-04-29 19:30:04,2016-04-29 19:38:42,1,-73.99444580078125,40.75045394897461,-73.98710632324219,40.73992538452149,N,518,"Pennsylvania Station, Pennsylvania Plaza, Chelsea District, Manhattan, New York County, City of New York, New York, 10119, United States",Pennsylvania Plaza,Manhattan,"45 East 22nd Street, 45, East 22nd Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10010, United States",East 22nd Street,Manhattan,58,45,51.5,0.05,0.0,0
id3460953,2,2016-04-29 23:35:15,2016-04-29 23:47:12,2,-73.97779846191406,40.75461959838867,-73.95411682128906,40.78442001342773,N,717,"J.Crew, East 45th Street, Manhattan Community Board 5, Manhattan, New York County, City of New York, New York, 10017, United States",East 45th Street,Manhattan,"1172, Park Avenue, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10128, United States",Park Avenue,Manhattan,58,45,51.5,0.05,0.0,0
id2149293,2,2016-03-08 22:09:02,2016-03-08 22:28:27,1,-74.00772094726562,40.71004486083984,-73.95571899414062,40.714115142822266,N,1165,"88, Nassau Street, Manhattan Community Board 1, Manhattan, New York County, City of New York, New York, 10038, United States",Nassau Street,Manhattan,"367, Metropolitan Avenue, Williamsburg, Brooklyn, Kings County, City of New York, New York, 11211, United States",Metropolitan Avenue,Brooklyn,67,47,57.0,0.00,0.0,0
id0114544,2,2016-03-08 04:40:08,2016-03-08 05:00:37,1,-74.0056381225586,40.74047088623047,-73.93546295166014,40.696941375732415,N,1229,"Kobrick Coffee, 28, 9th Avenue, Manhattan Community Board 2, Manhattan, New York County, City of New York, New York, 10014, United States",9th Avenue,Manhattan,"Myrtle Avenue & Broadway, Myrtle Avenue, Brooklyn, Kings County, City of New York, New York, 11206, United States",Myrtle Avenue,Brooklyn,67,47,57.0,0.00,0.0,0
id0677366,2,2016-03-08 18:18:34,2016-03-08 18:23:18,1,-73.98040008544923,40.78263854980469,-73.98246002197266,40.77257919311523,N,284,"227, West 77th Street, Upper West Side, Manhattan, New York County, City of New York, New York, 10024, United States",West 77th Street,Manhattan,"Lincoln Center for the Performing Arts, 10, West 61st Street, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10023, United States",West 61st Street,Manhattan,67,47,57.0,0.00,0.0,0
id1173087,2,2016-03-08 11:18:37,2016-03-08 11:27:29,2,-73.9745864868164,40.79335021972656,-73.97926330566406,40.77679061889648,N,532,"680, West End Avenue, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10025, United States",West End Avenue,Manhattan,"Citi Bike - Columbus Av / W 71 St, Columbus Avenue, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10025, United States",Columbus Avenue,Manhattan,67,47,57.0,0.00,0.0,0
